Date,Team,Acquired,Relinquished,Notes
2017-09-01, Panthers, ,  Scott Simonson, placed on IR with back injury
2017-09-01, Panthers, ,  Teddy Williams," placed on IR with neck, shoulder injury"
2017-09-01, Ravens, ,  Albert McClellan, placed on IR with torn ACL in knee
2017-09-01, Ravens, ,  Alex Lewis, placed on IR with shoulder injury
2017-09-01, Ravens, ,  Kenneth Dixon, placed on IR with knee injury
2017-09-01, Ravens, ,  Nico Siragusa," placed on IR with torn ACL, MCL, PCL in knee"
2017-09-01, Ravens, ,  Tavon Young, placed on IR with torn ACL in knee
2017-09-01, Ravens, ,  Tim White (b), placed on IR with hand/thumb injury
2017-09-01, Saints, ,  Bryan Braman, placed on IR with undisclosed injury
2017-09-01, Saints, ,  Corey Fuller (b), placed on IR with undisclosed injury
2017-09-01, Titans, ,  MeKale McKay, placed on IR with hamstring injury
2017-09-01, Texans,  Dayon Pratt, , activated from IR
2017-09-02, 49ers, ,  Aaron Burbridge, placed on IR with hamstring injury
2017-09-02, 49ers, ,  Chris Jones (e), placed on IR with undisclosed injury
2017-09-02, 49ers, ,  Don Jones (d), placed on IR with torn ACL in knee
2017-09-02, 49ers, ,  Joe Williams (f), placed on IR with ankle injury
2017-09-02, 49ers, ,  Joshua Garnett, placed on IR with knee injury
2017-09-02, Bears, ,  Cameron Meredith, placed on IR with torn ACL in left knee
2017-09-02, Bears, ,  Chris Prosinski, placed on IR with hamstring injury
2017-09-02, Bears, ,  Jordan Morgan, placed on IR with shoulder injury
2017-09-02, Bears, ,  Ka'Deem Carey, placed on IR with fractured wrist
2017-09-02, Bears, ,  Lamarr Houston, placed on IR with knee injury
2017-09-02, Bengals, ,  Mason Schreck, placed on IR with sprained MCL in knee
2017-09-02, Bengals, ,  Tra Carson, placed on IR with ankle injury
2017-09-02, Bills, ,  Sam Barrington, placed on IR with undisclosed injury
2017-09-02, Broncos, ,  Carlos Henderson (b), placed on IR with thumb injury
2017-09-02, Broncos, ,  Chad Kelly, placed on reserve/non-football injury list with wrist injury
2017-09-02, Broncos, ,  Jake Butt, placed on reserve/non-football injury list with knee injury
2017-09-02, Cardinals, ,  Aaron Dobson, placed on IR with hamstring injury
2017-09-02, Chargers, ,  Forrest Lamp, placed on IR with torn ACL in knee
2017-09-02, Chiefs, ,  Ashton Lampkin, placed on IR with torn ACL in knee
2017-09-02, Chiefs, ,  Dadi Lhomme Nicolas / Dadi Nicolas, placed on reserve/physically unable to perform list
2017-09-02, Chiefs, ,  Spencer Ware, placed on IR with torn PCL in right knee
2017-09-02, Chiefs, ,  Tamba Hali, placed on physically unable to perform list with knee injury
2017-09-02, Colts, ,  Chris Culliver, placed on IR with groin injury
2017-09-02, Colts, ,  Clayton Geathers, placed on reserve/physically unable to perform list with neck injury
2017-09-02, Colts, ,  Earl Wolff, placed on IR with undisclosed injury
2017-09-02, Colts, ,  Edwin Jackson, placed on IR with hamstring injury
2017-09-02, Cowboys, ,  Duke Thomas," placed on IR with sprained ankle, knee"
2017-09-02, Dolphins, ,  Raekwon McMillan, placed on IR with torn ACL in knee
2017-09-02, Dolphins, ,  Rashawn Scott, placed on reserve/physically unable to perform list with foot injury
2017-09-02, Dolphins, ,  Tony Lippett, placed on IR with Achilles injury
2017-09-02, Falcons, ,  Ra'Shede Hageman, placed on reserve/exempt list
2017-09-02, Giants, ,  Josh Banks, placed on IR with shoulder injury
2017-09-02, Giants, ,  Mark Herzlich, placed on IR with stinger in neck
2017-09-02, Jaguars, ,  Rashad Greene Sr., placed on IR with back injury
2017-09-02, Lions, ,  Sam Martin, placed on reserve/non-football injury list with foot injury
2017-09-02, Lions, ,  Taylor Decker, placed on reserve/physically unable to perform list with shoulder injury
2017-09-02, Packers, ,  Demetri Goodson, placed on physically unable to perform list with knee injury
2017-09-02, Packers, ,  Vince Biegel, placed on physically unable to perform list with foot injury
2017-09-02, Panthers, ,  Brenton Bersin, placed on IR with shoulder injury
2017-09-02, Panthers, ,  Chris Scott (b), placed on IR with concussion
2017-09-02, Panthers, ,  Gino Gradkowski, placed on IR with knee injury
2017-09-02, Panthers, ,  James McCray / L.J. McCray, placed on IR with undisclosed injury
2017-09-02, Panthers, ,  Zack Sanchez, placed on IR with groin injury
2017-09-02, Patriots, ,  Andrew Jelks, placed on reserve/non-football injury list with undisclosed injury
2017-09-02, Patriots, ,  Antonio Garcia / Tony Garcia, placed on reserve/non-football injury list with undisclosed injury
2017-09-02, Patriots, ,  Cyrus Jones, placed on IR with torn ACL in right knee
2017-09-02, Patriots, ,  Derek Rivers, placed on IR with torn ACL in knee
2017-09-02, Patriots, ,  Julian Edelman, placed on IR with torn ACL in right knee
2017-09-02, Patriots, ,  Keionta Davis, placed on reserve/non-football injury list with undisclosed injury
2017-09-02, Raiders, ,  Jelani Jenkins, placed on IR with knee injury
2017-09-02, Rams, ,  Lance Dunbar, placed on physically unable to perform list with knee injury
2017-09-02, Rams, ,  Temarrick Hemingway, placed on IR with fractured fibula in leg
2017-09-02, Ravens, ,  Brandon Boykin, placed on IR with undisclosed injury
2017-09-02, Redskins, ,  DeAngelo Hall, placed on physically unable to perform list recovering from torn ACL in right knee
2017-09-02, Redskins, ,  Phil Taylor, placed on IR with quadriceps injury
2017-09-02, Seahawks, ,  DeAndre Elliott, placed on IR with ankle/leg injury
2017-09-02, Seahawks, ,  Deshawn Shead, placed on reserve/physically unable to perform list with torn ACL in knee
2017-09-02, Seahawks, ,  Dion Jordan, placed on reserve/non-football injury list with knee injury
2017-09-02, Seahawks, ,  George Fant, placed on IR with torn ACL in knee
2017-09-02, Seahawks, ,  Malik McDowell, placed on reserve/non-football injury list with facial injury
2017-09-02, Seahawks, ,  Marcus Cromartie, placed on IR with undisclosed injury
2017-09-02, Titans, ,  Alex Tanney, placed on IR with ankle injury / fractured left foot
2017-09-02, Titans, ,  Tajae' Sharpe / Tajae Sharpe, placed on IR with foot injury
2017-09-02, Vikings, ,  Datone Jones, placed on IR with shoulder injury
2017-09-02, Vikings, ,  Sharrif Floyd, placed on reserve/non-football injury list with knee injury
2017-09-02, Vikings, ,  Teddy Bridgewater, placed on physically unable to perform list recovering from surgery on left knee
2017-09-02, Cardinals,  Jarvis Jones, , activated from non-football injury list
2017-09-02, Cowboys,  John Lotulelei, , activated from IR
2017-09-02, Cowboys,  Leon McFadden, , activated from IR
2017-09-02, Raiders,  Ben Heeney, , activated from non-football injury list
2017-09-03, 49ers, ,  Prince Charles Iworah, placed on IR with undisclosed injury
2017-09-03, 49ers, ,  Ronald Blair, placed on IR with thumb injury
2017-09-03, 49ers, ,  Will Redmond, placed on IR with ankle injury
2017-09-03, Bears, ,  Connor Shaw, placed on IR with hamstring injury
2017-09-03, Bills, ,  Jeremy Butler, placed on IR with concussion
2017-09-03, Bills, ,  Michael Ola, placed on IR with ankle injury
2017-09-03, Browns, ,  Brandon Wilds, placed on IR with shoulder injury
2017-09-03, Buccaneers, ,  Sifo Liufau / Sefo Liufau, placed on IR with knee injury
2017-09-03, Cardinals, ,  Ed Stinson, placed on IR with hamstring injury
2017-09-03, Chargers, ,  Donavon Clark, placed on IR with knee injury
2017-09-03, Chargers, ,  Isaiah Burse, placed on IR with concussion
2017-09-03, Chargers, ,  Joshua Perry / Josh Perry, placed on IR with head injury
2017-09-03, Chargers, ,  Kaleb Eulls, placed on IR with undisclosed injury
2017-09-03, Chargers, ,  Kenneth Farrow, placed on IR with ankle injury
2017-09-03, Chiefs, ,  Donald Hawkins, placed on IR with concussion
2017-09-03, Chiefs, ,  Jacoby Glenn, placed on IR with undisclosed injury
2017-09-03, Chiefs, ,  Steven Nelson, placed on IR with sports hernia
2017-09-03, Colts, ,  Josh Ferguson, placed on IR with rib injury
2017-09-03, Colts, ,  Tyvis Powell, placed on IR with undisclosed injury
2017-09-03, Dolphins, ,  Brandon Watts, placed on IR with back injury
2017-09-03, Eagles, ,  Alex McCalister, placed on IR with hamstring injury
2017-09-03, Eagles, ,  Tre' Sullivan / Tre Sullivan, placed on IR with undisclosed injury
2017-09-03, Falcons, ,  Josh Keyes, placed on IR with undisclosed injury
2017-09-03, Falcons, ,  Josh Magee, placed on IR with undisclosed injury
2017-09-03, Falcons, ,  Martin Ifedi, placed on IR with ankle injury
2017-09-03, Falcons, ,  Matt Simms, placed on IR with undisclosed injury
2017-09-03, Jaguars, ,  Doran Grant, placed on IR with head injury
2017-09-03, Jaguars, ,  Jarrod Harper, placed on IR with concussion
2017-09-03, Jaguars, ,  Marquez Williams, placed on IR with undisclosed injury
2017-09-03, Jaguars, ,  Shane Wynn, placed on IR with undisclosed injury
2017-09-03, Jets, ,  Lucky Whitehead, placed on IR with fractured foot
2017-09-03, Lions, ,  Dez Stewart, placed on IR with undisclosed injury
2017-09-03, Lions, ,  Tramain Jacobs, placed on IR with undisclosed injury
2017-09-03, Packers, ,  David Talley, placed on IR with undisclosed injury
2017-09-03, Packers, ,  Don Barclay, placed on IR with ankle injury
2017-09-03, Packers, ,  Joe Kerridge, placed on IR with calf injury
2017-09-03, Panthers, ,  Corn Elder, placed on IR with knee injury
2017-09-03, Patriots, ,  D.J. Killings, placed on IR with undisclosed injury
2017-09-03, Patriots, ,  Devin Lucien, placed on IR with undisclosed injury
2017-09-03, Patriots, ,  Josh Augusta, placed on IR with undisclosed injury
2017-09-03, Patriots, ,  Woodrow Hamilton, placed on IR with leg injury
2017-09-03, Raiders, ,  Jaydon Mickens, placed on IR with ankle injury
2017-09-03, Rams, ,  Josh Forrest, placed on IR with knee injury
2017-09-03, Rams, ,  Kevin Davis, placed on IR with undisclosed injury
2017-09-03, Rams, ,  Lenard Tillery, placed on IR with undisclosed injury
2017-09-03, Rams, ,  Nelson Spruce, placed on IR with undisclosed injury
2017-09-03, Ravens, ,  Brennen Beyer, placed on IR with ankle injury
2017-09-03, Ravens, ,  Robertson Daniel, placed on IR with undisclosed injury
2017-09-03, Ravens, ,  Stephane Nembot, placed on IR with knee injury
2017-09-03, Redskins, ,  Emmanuel Bibbs / E.J. Bibbs, placed on IR with knee injury
2017-09-03, Redskins, ,  Levern Jacobs, placed on IR with undisclosed injury
2017-09-03, Redskins, ,  Lynden Trail, placed on IR with undisclosed injury
2017-09-03, Redskins, ,  Ron Thompson Jr., placed on IR with undisclosed injury
2017-09-03, Redskins, ,  Ronald Patrick, placed on IR with knee injury
2017-09-03, Redskins, ,  Su'a Cravens, placed on reserve/non-football injury list with undisclosed injury
2017-09-03, Seahawks, ,  Christian French, placed on IR with knee injury
2017-09-03, Seahawks, ,  Demetrius McCray, placed on IR with undisclosed injury
2017-09-03, Seahawks, ,  Rodney Coe, placed on IR with undisclosed injury
2017-09-03, Seahawks, ,  Tyrus Thompson, placed on IR with undisclosed injury
2017-09-03, Steelers, ,  Malik Golden, placed on IR with groin injury
2017-09-03, Texans, ,  Denzel Rice, placed on IR with ankle injury
2017-09-03, Texans, ,  Lonnie Ballentine, placed on IR with knee injury
2017-09-03, Texans, ,  Malik Smith, placed on IR with undisclosed injury
2017-09-03, Texans, ,  Matthew Godin / Matt Godin, placed on IR with torn ACL in knee
2017-09-03, Texans, ,  RaShaun Allen, placed on IR with undisclosed injury
2017-09-03, Texans, ,  Wendall Williams (b), placed on IR with collarbone injury
2017-09-03, Titans, ,  Akeem Judd, placed on IR with thumb injury
2017-09-03, Titans, ,  Harry Douglas, placed on IR with knee injury
2017-09-03, Titans, ,  Jimmy Staten, placed on IR with undisclosed injury
2017-09-03, Titans, ,  Joe Bacci, placed on IR with undisclosed injury
2017-09-03, Titans, ,  Ryan DiSalvo, placed on IR with concussion
2017-09-03, Vikings, ,  R.J. Shelton, placed on IR with foot injury
2017-09-03, Vikings, ,  Taylor Heinicke, placed on IR with concussion
2017-09-03, Bills,  Sam Barrington, , activated from IR
2017-09-03, Chargers, ,  Tyreek Burwell, placed on IR with hand injury
2017-09-03, Texans, ,  Cory Carter, placed on IR with hip flexor injury
2017-09-03, Chargers,  Tyreek Burwell, , activated from IR
2017-09-03, Texans,  Cory Carter, , activated from IR
2017-09-04, Bears, ,  Deiondre' Hall, placed on IR with hamstring injury
2017-09-04, Bengals, ,  Jeff Driskel, placed on IR with 2 fractured fingers
2017-09-04, Broncos, ,  Shane Ray, placed on IR with torn ligament in left wirst
2017-09-04, Browns, ,  Roderick Johnson / Rod Johnson, placed on IR with knee injury
2017-09-04, Buccaneers, ,  Ryan Griffin (b), placed on IR with right shoulder
2017-09-04, Cardinals, ,  T.J. Logan, placed on IR with dislocated wrist
2017-09-04, Chargers, ,  Denzel Perryman, placed on IR with ankle injury
2017-09-04, Colts, ,  Erik Swoope, placed on IR with arthroscopic surgery on knee
2017-09-04, Cowboys, ,  Rico Gathers, placed on IR with concussion
2017-09-04, Dolphins, ,  Ted Larsen, placed on IR with biceps injury
2017-09-04, Falcons, ,  LaRoy Reynolds, placed on IR with pectoral muscle injury
2017-09-04, Jets, ,  Lorenzo Mauldin, placed on IR with back injury
2017-09-04, Patriots, ,  Shea McClellin, placed on IR with undisclosed injury
2017-09-04, Ravens, ,  Maurice Canady, placed on IR with knee injury
2017-09-04, Saints, ,  Delvin Breaux, placed on IR with fractured fibula in leg
2017-09-04, Steelers, ,  Cameron Sutton / Cam Sutton, placed on IR with hamstring injury
2017-09-04, Vikings, ,  Bucky Hodges, placed on IR with head injury / concussion
2017-09-04, Bears,  Chris Prosinski, , activated from IR
2017-09-04, Browns,  Ed Reynolds II, , activated from IR
2017-09-04, Falcons,  Josh Magee, , activated from IR
2017-09-04, Patriots,  Corey Vereen, , activated from IR
2017-09-04, Patriots,  Woodrow Hamilton, , activated from IR
2017-09-04, Raiders,  Jaydon Mickens, , activated from IR
2017-09-04, Rams,  Kevin Davis, , activated from IR
2017-09-04, Rams,  Nelson Spruce, , activated from IR
2017-09-04, Redskins,  Ronald Patrick, , activated from IR
2017-09-04, Seahawks,  Demetrius McCray, , activated from IR
2017-09-04, Titans,  MeKale McKay, , activated from IR
2017-09-04, Raiders,  Jelani Jenkins, , activated from IR
2017-09-05, Bills, ,  Taylor Yates / T.J. Yates, placed on IR with concussion
2017-09-05, Raiders, ,  Denver Kirkland, placed on IR with leg injury
2017-09-05, Raiders, ,  Obi Melifonwu, placed on IR with surgery on knee
2017-09-05, Steelers, ,  Jordan Dangerfield, placed on IR with ankle injury
2017-09-05, Falcons,  Matt Simms, , activated from IR
2017-09-05, Giants,  Duke Ihenacho, , activated from IR
2017-09-05, Giants,  Mykkele Thompson, , activated from IR
2017-09-05, Lions,  Tramain Jacobs, , activated from IR
2017-09-05, Redskins,  Levern Jacobs, , activated from IR
2017-09-05, Texans,  Wendall Williams (b), , activated from IR
2017-09-05, Titans,  Jeremy Boykins, , activated from IR
2017-09-06, Buccaneers, ,  Marquis Lucas, placed on practice squad IR with undisclosed injury
2017-09-06, Lions, ,  Dontez Ford, placed on practice squad IR with undisclosed injury
2017-09-06, Bears,  Lamarr Houston, , activated from IR
2017-09-06, Bills,  Michael Ola, , activated from IR
2017-09-06, Cardinals,  Aaron Dobson, , activated from IR
2017-09-06, Chiefs,  J.R. Nelson, , activated from IR
2017-09-06, Dolphins,  Brandon Watts, , activated from IR
2017-09-06, Patriots,  Devin Lucien, , activated from IR
2017-09-06, Ravens,  Brennen Beyer, , activated from IR
2017-09-07, Patriots, ,  Malcolm Mitchell, placed on IR with knee injury
