Date,Team,Acquired,Relinquished,Notes
2010-03-05, Redskins, ,  Levi Jones, player became a free agent
2010-03-05, Redskins, ,  Quinton Ganther, player became an unrestricted free agent
2010-03-05, Redskins, ,  Renaldo Wynn, player became a free agent
2010-03-05, Redskins, ,  Todd Yoder, player became a free agent
2010-03-05, Redskins,  Casey Rabach, , re-signed unrestricted free agent to a 3-year contract
2010-03-05, Redskins,  Lorenzo Alexander, , re-signed restricted free agent to a 3-year contract
2010-03-05, Redskins,  Mike Williams (Deshaun), , re-signed unrestricted free agent to a multi-year contract
2010-03-05, Redskins,  Phillip Daniels, , re-signed unrestricted free agent to a 2-year contract
2010-03-05, Saints, ,  Billy Miller, player became a free agent
2010-03-05, Saints, ,  Dan Campbell (A.), player became a free agent
2010-03-05, Saints, ,  Darnell Dinkins, player became a free agent
2010-03-05, Saints, ,  Darren Sharper, player became a free agent
2010-03-05, Saints, ,  Jason Kyle, player became an unrestricted free agent
2010-03-05, Saints, ,  Kendrick Clancy, player became an unrestricted free agent
2010-03-05, Saints, ,  Kyle Eckel, player became an unrestricted free agent
2010-03-05, Saints, ,  Leigh Torrence, player became an unrestricted free agent
2010-03-05, Saints, ,  Mark Brunell, player became an unrestricted free agent
2010-03-05, Saints, ,  Nick Leckey, player became an unrestricted free agent
2010-03-05, Saints, ,  Paul Spicer, player became a free agent
2010-03-05, Saints, ,  Scott Fujita, player became an unrestricted free agent
2010-03-05, Saints,  Pierson Prioleau, , re-signed unrestricted free agent to a 1-year contract
2010-03-05, Seahawks, ,  Brandon Frye, player became a free agent
2010-03-05, Seahawks, ,  Cory Redding, player became an unrestricted free agent
2010-03-05, Seahawks, ,  D.D. Lewis (b), player became a free agent
2010-03-05, Seahawks, ,  Damion McIntosh, player became a free agent
2010-03-05, Seahawks, ,  Jeff Robinson, player became a free agent
2010-03-05, Seahawks, ,  Justin Griffith, player became an unrestricted free agent
2010-03-05, Seahawks, ,  Ken Lucas (b), player became a free agent
2010-03-05, Seahawks, ,  Kevin Houser, player became an unrestrictred free agent
2010-03-05, Seahawks, ,  Lance Laury, player became a free agent
2010-03-05, Seahawks, ,  Lawyer Milloy, player became an unrestricted free agent
2010-03-05, Steelers, ,  Carey Davis, player became an unrestricted free agent
2010-03-05, Steelers, ,  Charlie Batch, player became an unrestricted free agent
2010-03-05, Steelers, ,  Darnell Stapleton, player became an unrestricted free agent
2010-03-05, Steelers, ,  Deshea Townsend, player became an unrestricted free agent
2010-03-05, Steelers, ,  Joey Galloway, player became an unrestricted free agent
2010-03-05, Steelers, ,  Nick Eason, player became an unrestricted free agent
2010-03-05, Steelers, ,  Rocky Boiman, player became an unrestricted free agent
2010-03-05, Steelers, ,  Ryan Clark, player became an u nrestricted free agent
2010-03-05, Steelers, ,  Travis Kirschke, player became a free agent
2010-03-05, Steelers, ,  Tyrone Carter, player became an unrestricted free agent
2010-03-05, Steelers, ,  Willie Parker (c), player became an unrestricted free agent
2010-03-05, Texans, ,  Brian Russell, player became a free agent
2010-03-05, Texans, ,  Bryan Pittman, player became a free agent
2010-03-05, Texans, ,  Chaun Thompson, player became a free agent
2010-03-05, Texans, ,  Chester Pitts, player became an unrestricted free agent
2010-03-05, Texans, ,  Chris Brown (R.), player became a free agent
2010-03-05, Texans, ,  Ephraim Salaam, player became an unrestricted free agent
2010-03-05, Texans, ,  Jeff Zgonina, player became a free agent
2010-03-05, Texans, ,  John Busing, player became an unrestricted free agent
2010-03-05, Texans, ,  Khary Campbell, player became a free agent
2010-03-05, Texans, ,  Nick Ferguson, player became a free agent
2010-03-05, Texans, ,  Rex Grossman (b), player became an unrestricted free agent
2010-03-05, Texans, ,  Tutan Reyes, player became a free agent
2010-03-05, Texans,  Kevin Walter, , re-signed unrestricted free agent to a 5-year contract
2010-03-05, Texans,  Matt Turk, , re-signed unrestricted free agent to a 1-year contract
2010-03-05, Titans, ,  Alge Crumpler, player became an unrestricted free agent
2010-03-05, Titans, ,  Jevon Kearse, player became a free agent
2010-03-05, Titans, ,  Keith Bulluck, player became an unrestricted free agent
2010-03-05, Titans, ,  Ken Amato, player became a free agent
2010-03-05, Titans, ,  Kevin Kaesviharn, player became a free agent
2010-03-05, Titans, ,  Kevin Mawae, player became a free agent
2010-03-05, Titans, ,  Nick Harper, player became a free agent
2010-03-05, Titans, ,  Roderick Hood / Rod Hood, player became an unrestricted free agent
2010-03-05, Vikings, ,  Artis Hicks, player became an unrestricted free agent
2010-03-05, Vikings, ,  Benny Sapp, player became an unrestricted free agent
2010-03-05, Vikings, ,  Greg Lewis, player became a free agent
2010-03-05, Vikings, ,  Jimmy Kennedy, player became an unrestricted free agent
2010-03-05, Vikings, ,  Karl Paymah, player became an unrestricted free agent
2010-03-05, Cardinals,  2010 third round pick (#88-Andre Roberts) 2010 fourth round pick (#123-Al Woods),  Anquan Boldin 2010 fifth round pick (#157-Arthur Jones), trade with Ravens
2010-03-05, Chargers, ,  Brandon Manumaleuna, player became an unrestricted free agent
2010-03-05, Dolphins, ,  Nathan Jones / Nate Jones (a), player became an unrestricted free agent
2010-03-05, Panthers, ,  Julius Peppers, player became an unrestricted free agent
2010-03-05, Ravens, ,  Justin Bannan, player became an unrestricted free agent
2010-03-05, Ravens,  Anquan Boldin 2010 fifth round pick (#157-Arthur Jones),  2010 third round pick (#88-Andre Roberts) 2010 fourth round pick (#123-Al Woods), trade with Cardinals
2010-03-05, Seahawks, ,  Nate Burleson, player became an unrestricted free agent
2010-03-05, Texans, ,  Dunta Robinson, player became an unrestricted free agent
2010-03-05, Titans, ,  Kyle Vanden Bosch, player became an unrestricted free agent
2010-03-05, Vikings, ,  Chester Taylor, player became an unrestricted free agent
2010-03-05, Bears,  Brandon Manumaleuna, , signed unrestricted free agent to a 5-year contract
2010-03-05, Bears,  Chester Taylor, , signed unrestricted free agent to a 4-year contract
2010-03-05, Bears,  Julius Peppers, , signed unrestricted free agent to a 6-year contract
2010-03-05, Broncos,  Justin Bannan, , signed unrestricted free agenet to a 5-year contract
2010-03-05, Broncos,  Nathan Jones / Nate Jones (a), , signed unrestricted free agent to a 4-year contract
2010-03-05, Falcons,  Dunta Robinson, , signed unrestricted free agent to a 6-year contract
2010-03-05, Lions,  Kyle Vanden Bosch, , signed unrestricted free agent to a 4-year contract
2010-03-05, Lions,  Nate Burleson, , signed unrestricted free agent to a 5-year contract
2010-03-05, Ravens,  Anquan Boldin, , re-signed to a 4-year contract extension through 2013
2010-03-06, , ,  Ryan Tucker, retired
2010-03-06, Cardinals,  Kerry Rhodes,  2010 fourth round pick (#124-Eric Norwood) 2011 seventh round pick (#208-Greg McElroy), trade with Jets
2010-03-06, Chiefs,  Terrance Copper, , re-signed unrestricted free agent
2010-03-06, Colts,  Andy Alleman, , signed unrestricted free agent
2010-03-06, Giants, ,  Londen Fryar, waived
2010-03-06, Giants, , Aaron Rouse, waived
2010-03-06, Jaguars,  Kassim Osgood, , signed unrestricted free agent to a 3-year contract
2010-03-06, Jets,  2010 fourth round pick (#124-Eric Norwood) 2011 seventh round pick (#208-Greg McElroy),  Kerry Rhodes, trade with Cardinals
2010-03-06, Raiders, ,  Justin Fargas, waived
2010-03-06, Redskins,  Artis Hicks, , signed unrestricted free agent to a 3-year contract
2010-03-06, Saints,  Nick Leckey, , re-signed unrestricted free agent to a 1-year contract
2010-03-07, 49ers,  David Carr (a), , signed unrestricted free agent to a 2-year contract
2010-03-07, Browns,  Scott Fujita, , signed unrestricted free agent to a multi-year contract
2010-03-07, Browns,  Tony Pashos, , signed unrestricted free agent to a 3-year contract
2010-03-07, Jaguars,  Aaron Kampman, , signed unrestricted free agent to a 4-year contract
2010-03-08, Bengals,  Terry Johnson / Tank Johnson, , re-signed unrestricted free agent to a 4-year contract
2010-03-08, Bills,  Cornell Green (b), , signed unrestricted free agent to a 3-year contract
2010-03-08, Browns,  Seneca Wallace,  2011 conditional sixth or seventh round pick (depending on Wallace's performance) (#209-Johnny Culbreath), trade with Seahawks
2010-03-08, Buccaneers,  Reggie Brown (a),  2011 sixth round pick (#184-David Carter (b)), trade with Eagles
2010-03-08, Chargers,  Marcus Mason, , claimed off waivers (from Redskins)
2010-03-08, Chiefs,  Chris Chambers, , re-signed unrestricted free agent
2010-03-08, Colts, , Ryan Lilja, waived
2010-03-08, Eagles,  2011 sixth round pick (#184-David Carter (b)),  Reggie Brown (a), trade with Buccaneers
2010-03-08, Eagles,  Jason Avant, , re-signed restricted free agent to a 5-year contract
2010-03-08, Falcons,  2010 sixth round pick (#171-Shann Schillinger) 2011 seventh round pick (#210-Andrew Jackson (b)),  Chris Houston 2010 fifth round pick (#149-Hall Davis), trade with Lions
2010-03-08, Falcons,  Joe Zelenka, , re-signed unrestricted free agent
2010-03-08, Jets,  Ben Hartsock, , re-signed unrestricted free agent to a 2-year contract
2010-03-08, Lions, ,  Dewayne White, waived
2010-03-08, Lions,  Brian Clark, , signed unrestricted free agent to a 1-year contract
2010-03-08, Lions,  Chris Houston 2010 fifth round pick (#149-Hall Davis),  2010 sixth round pick (#171-Shann Schillinger) 2011 seventh round pick (#210-Andrew Jackson (b)), trade with Falcons
2010-03-08, Lions,  Jonathan Wade, , signed unrestricted free agent
2010-03-08, Panthers, ,  Brad Hoover, released
2010-03-08, Panthers,  Wallace Wright, , signed unrestricted free agent
2010-03-08, Patriots,  Leigh Bodden, , re-signed unrestricted free agent to a 4-year contract
2010-03-08, Raiders, ,  Greg Ellis, waived
2010-03-08, Raiders, ,  Javon Walker, waived
2010-03-08, Rams,  Fred Robbins, , signed unrestricted free agent to a 3-year contract
2010-03-08, Seahawks,  2011 conditional sixth or seventh round pick (depending on Wallace's performance) (#209-Johnny Culbreath),  Seneca Wallace, trade with Browns
2010-03-08, Steelers,  Antwaan Randle El, , signed unrestricted free agent to a 3-year contract
2010-03-08, Steelers,  Arnaz Battle, , signed unrestricted free agent to a 3-year contract
2010-03-08, Steelers,  Jonathan Scott, , signed unrestricted free agent
2010-03-08, Steelers,  Ryan Clark, , re-signed unrestricted free agent to a 4-year contract
2010-03-08, Steelers,  Will Allen (a), , signed unrestricted free agent to a 3-year contract
2010-03-08, Vikings,  Rhys Lloyd, , signed unrestricted free agent
2010-03-09, Bears, ,  Kevin Jones (S.), waived
2010-03-09, Bills, Jon Corto, , re-signed
2010-03-09, Broncos,  Jamal Williams, , signed free agent to a 3-year contract
2010-03-09, Broncos,  Jarvis Green, , signed unrestricted free agent to a 4-year contract
2010-03-09, Browns, ,  Derek Anderson, waived (terminated contract)
2010-03-09, Chiefs,  Thomas Jones (b), , signed unrestricted free agent to a 2-year contract
2010-03-09, Colts,  J.D. Skolnitsky, , claimed off waivers (from Redskins)
2010-03-09, Dolphins,  Jason Ferguson, , re-signed unrestricted free agent
2010-03-09, Falcons, ,  James Swinton, waived
2010-03-09, Giants, Jim Sorgi, , signed free agent to a 1-year contract
2010-03-09, Packers,  Charles Dillon, , signed free agent
2010-03-09, Packers,  Nick Collins, , re-signed restricted free agent to a 1-year contract
2010-03-09, Patriots,  Marques Murrell, , signed unrestricted free agent
2010-03-09, Rams,  Daniel Fells, , re-signed unrestricted free agent to a 1-year contract
2010-03-09, Saints,  Leigh Torrence, , re-signed unrestricted free agent to a 1-year contract
2010-03-09, Titans,  Will Witherspoon, , signed unrestricted free agent to a 3-year contract
2010-03-09, Vikings,  Benny Sapp, , re-signed unrestricted free agent to a 2-year contract
2010-03-10, Bears,  Eddie Williams, , signed unrestricted free agent to a 1-year contract
2010-03-10, Bengals,  Antonio Bryant, , signed unrestricted free agent to a 4-year contract
2010-03-10, Bengals,  Daniel Coats, , re-signed unrestricted free agent / restricted free agent (CBC)
2010-03-10, Broncos, ,  Kenny Peterson, released
2010-03-10, Broncos, ,  Mitch Erickson, waived
2010-03-10, Cardinals,  Anthony Becht, , re-signed unrestricted free agent to a 1-year contract
2010-03-10, Cardinals,  Jeremy Clark (a), , re-signed restricted free agent to a 1-year contract
2010-03-10, Cardinals,  Stephen Spach, , re-signed restricted free agent to a 1-year contract
2010-03-10, Chiefs,  Shaun Smith, , signed unrestricted free agent to a 1-year contract
2010-03-10, Dolphins, ,  SirVincent Rogers, released
2010-03-10, Eagles,  Marlin Jackson, , signed unrestricted free agent to a 2-year contract
2010-03-10, Patriots,  Kevin Faulk, , re-signed unrestricted free agent to a 1-year contract
2010-03-10, Rams,  Mike Karney, , re-signed to a 3-year contract
2010-03-10, Ravens,  Derrick Mason, , re-signed unrestricted free agent to a 2-year contract
2010-03-10, Redskins,  Ma'ake Kemoeatu, , signed unrestricted free agent to a 2-year contract
2010-03-10, Seahawks,  Olindo Mare, , re-signed to a 1-year contract
2010-03-10, Texans,  Wade Smith, , signed unrestricted free agent to a 4-year contract
2010-03-11, Bears,  Josh Bullocks, , re-signed restricted free agent to a 1-year contract
2010-03-11, Bills,  Joe Klopfenstein, , re-signed unrestricted free agent
2010-03-11, Broncos, ,  Andra Davis, waived
2010-03-11, Broncos, ,  J'Vonne Parker, waived
2010-03-11, Broncos,  Le Kevin Smith, , re-signed unrestricted free agent
2010-03-11, Cardinals,  Jeremy Bridges, , re-signed unrestricted free agent to a 3-year contract
2010-03-11, Cardinals,  Rex Hadnot, , signed unrestricted free agent to a 3-year contract
2010-03-11, Chiefs,  Jerheme Urban, , signed unrestricted free agent
2010-03-11, Eagles,  Chad Hall, , signed free agent to a 3-year contract
2010-03-11, Jets,  Brodney Pool, , signed unrestricted free agent to a 1-year contract
2010-03-11, Panthers,  Matt Moore, , re-signed restricted free agent to a 1-year contract
2010-03-11, Raiders, ,  Gerard Warren, waived
2010-03-11, Redskins,  Sean Ryan (a), , signed unrestricted free agent to a 1-year contract
2010-03-11, Saints,  Jason Kyle, , re-signed unrestricted free agent to a 1-year contract
2010-03-12, Bengals,  Chris Davis (C.) (WR) (Florida State), , signed
2010-03-12, Browns, ,  Steve Heiden, waived
2010-03-12, Browns,  Benjamin Watson / Ben Watson, , signed unrestricted free agent to a 3-year contract
2010-03-12, Browns,  Jason Trusnik, , re-signed restricted free agent to a 1-year contract
2010-03-12, Buccaneers,  Jon Alston (a), , signed unrestricted free agent
2010-03-12, Cardinals,  Ben Claxton, , re-signed unrestricted free agent to a 1-year contract
